school,original_publication_date,sentence_lowered,period
rationalism,1677,"; there is, therefore, a new cause of love, whereby our former emotion is fostered; hence we shall thereupon love it more steadfastly.",modern
rationalism,1677,"if we assume that we at the same time love it, we shall then simultaneously love it and shrink from it; in other words, we shall be subject to vacillation.",modern
rationalism,1677,"from the foregoing, and also from it follows that everyone endeavours, as far as possible, to cause others to love what he himself loves, and to hate what he himself hates: as the poet says: as lovers let us share every hope and every fear: ironhearted were he who should love what the other leaves.",modern
rationalism,1677,"wherefore we see that everyone by nature desires (appetere), that the rest of mankind should live according to his own individual disposition: when such a desire is equally present in all, everyone stands in everyone else's way, and in wishing to be loved or praised by all, all become mutually hateful.",modern
rationalism,1677,we shall ourselves love that thing and desire to take delight therein.,modern
rationalism,1677,"we thus see that man's nature is generally so constituted, that he takes pity on those who fare ill, and envies those who fare well with an amount of hatred proportioned to his own love for the goods in their possession.",modern
rationalism,1677,"when we love a thing similar to ourselves we endeavour, as far as we can, to bring about that it should love us in return.",modern
rationalism,1677,"that which we love we endeavour, as far as we can, to conceive in preference to anything else.",modern
rationalism,1677,"note), that it should love us in return.",modern
rationalism,1677,"the greater the emotion with which we conceive a loved object to be affected towards us, the greater will be our complacency.",modern
rationalism,1677,", as far as we can, to bring about, that what we love should love us in return: in other words, that what we love should be affected with pleasure accompanied by the idea of ourself as cause.",modern
rationalism,1677,"therefore, in proportion as the loved object is more pleasurably affected because of us, our endeavour will be assisted.",modern
rationalism,1677,"but when we take pleasure in the fact, that we pleasurably affect something similar to ourselves, we regard ourselves with pleasure. ); therefore the greater the emotion with which we conceive a loved object to be affected, andc.",modern
rationalism,1677,"if anyone conceives, that an object of his love joins itself to another with closer bonds of friendship than he himself has attained to, he will be affected with hatred towards the loved object and with envy towards his rival.",modern
rationalism,1677,"in proportion as a man thinks, that a loved object is well affected towards him, will be the strength of his self approval (by the last prop.)",modern
rationalism,1677,", endeavour, as far as he can, to imagine the loved object as most closely bound to him: this endeavour or desire will be increased, if he thinks that someone else has a similar desire.",modern
rationalism,1677,but this endeavour or desire is assumed to be checked by the image of the loved object in conjunction with the image of him whom the loved object has joined to itself; therefore.,modern
rationalism,1677,"he will for that reason be affected with pain, accompanied by the idea of the loved object as a cause in conjunction with the image of his rival; that is, he will be.",modern
rationalism,1677,affected with hatred towards the loved object and also towards his rival.,modern
rationalism,1677,"coroll.), which latter he will envy as enjoying the beloved object.",modern
rationalism,1677,"this hatred towards an object of love joined with envy is called jealousy, which accordingly is nothing else but a wavering of the disposition arising from combined love and hatred, accompanied by the idea of some rival who is envied.",modern
rationalism,1677,"further, this hatred towards the object of love will be greater, in proportion to the pleasure which the jealous man had been wont to derive from the reciprocated love of the said object; and also in proportion to the feelings he had previously entertained towards his rival.",modern
rationalism,1677,"if he had hated him, he will forthwith hate the object of his love, because he conceives it is pleasurably affected by one whom he himself hates: and also because he is compelled to associate the image of his loved one with the image of him whom he hates.",modern
rationalism,1677,"this condition generally comes into play in the case of love for a woman: for he who thinks, that a woman whom he loves prostitutes herself to another, will feel pain, not only because his own desire is restrained, but also because, being compelled to associate the image of her he loves with the parts of shame and the excreta of another, he therefore shrinks from her.",modern
rationalism,1677,"we must add, that a jealous man is not greeted by his beloved with the same joyful countenance as before, and this also gives him pain as a lover, as i will now show.",modern
rationalism,1677,"everything, which a man has seen in conjunction with the object of his love, will be to him accidentally a cause of pleasure.",modern
rationalism,1677,"; he will, therefore, desire to possess it, in conjunction with that wherein he has taken delight; in other words, he will desire to possess the object of his love under the same circumstances as when he first took delight therein.",modern
rationalism,1677,"a lover will, therefore, feel pain if one of the aforesaid attendant circumstances be missing.",modern
rationalism,1677,"as he is assumed to be desirous for love's sake of that thing or circumstance (by the last prop.), he will, in so far as he conceives it to be missing, feel pain.",modern
rationalism,1677,"this pain, in so far as it has reference to the absence of the object of love, is called regret.",modern
rationalism,1677,"desire arising through pain or pleasure, hatred or love, is greater in proportion as the emotion is greater.",modern
rationalism,1677,"lastly, since hatred and love are themselves emotions of pain and pleasure, it follows in like manner that the endeavour, appetite, or desire, which arises through hatred or love, will be greater in proportion to the hatred or love.",modern
rationalism,1677,"if a man has begun to hate an object of his love, so that love is thoroughly destroyed, he will, causes being equal, regard it with more hatred than if he had never loved it, and his hatred will be in proportion to the strength of his former love.",modern
rationalism,1677,"if a man begins to hate that which he had loved, more of his appetites are put under restraint than if he had never loved it.",modern
rationalism,1677,for love is a pleasure.,modern
rationalism,1677,"; he does so by regarding the object of his love as present, and by affecting it as far as he can pleasurably; this endeavour is greater in proportion as the love is greater, and so also is the endeavour to bring about that the beloved should return his affection.",modern
rationalism,1677,now these endeavours are constrained by hatred towards the object of love.,modern
rationalism,1677,; wherefore the lover.,modern
rationalism,1677,the more so in proportion as his love has been greater,modern
rationalism,1677,"; that is, in addition to the pain caused by hatred, there is a pain caused by the fact that he has loved the object;",modern
rationalism,1677,"wherefore the lover will regard the beloved with greater pain, or in other words, will hate it more than if he had never loved it, and with the more intensity in proportion as his former love was greater.",modern
rationalism,1677,"e.d. he who hates anyone will endeavour to do him an injury, unless he fears that a greater injury will thereby accrue to himself; on the other hand, he who loves anyone will, by the same law, seek to benefit him.",modern
rationalism,1677,"corollary i. he who conceives, that one whom he loves hates him, will be a prey to conflicting hatred and love.",modern
rationalism,1677,"but, by the hypothesis, he nevertheless loves him: wherefore he will be a prey to conflicting hatred and love.",modern
rationalism,1677,"if anyone conceives that he is loved by another, and believes that he has given no cause for such love, he will love that other in return.",modern
rationalism,1677,"if he believes that he has given just cause for the love, he will take pride therein.",modern
rationalism,1677,"this reciprocal love, and consequently the desire of benefiting him who loves us.",modern
rationalism,1677,"he who imagines that he is loved by one whom he hates, will be a prey to conflicting hatred and love.",modern
rationalism,1677,"if hatred be the prevailing emotion, he will endeavour to injure him who loves him; this emotion is called cruelty, especially if the victim be believed to have given no ordinary cause for hatred.",modern
rationalism,1677,"he who has conferred a benefit on anyone from motives of love or honour will feel pain, if he sees that the benefit is received without gratitude.",modern
rationalism,1677,"when a man loves something similar to himself, he endeavours, as far as he can, to bring it about that he should be loved thereby in return.",modern
rationalism,1677,"therefore he who has conferred a benefit confers it in obedience to the desire, which he feels of being loved in return; that is.",modern
rationalism,1677,"e.d. hatred is increased by being reciprocated, and can on the other hand be destroyed by love.",modern
rationalism,1677,"but if, on the other hand, he conceives that the object of hate loves him, he will to this extent.",modern
rationalism,1677,e.d. hatred which is completely vanquished by love passes into love: and love is thereupon greater than if hatred had not preceded it.,modern
rationalism,1677,"the proof proceeds in the same way as prop. of this part: for he who begins to love a thing, which he was wont to hate or regard with pain, from the very fact of loving feels pleasure.",modern
rationalism,1677,to this pleasure involved in love is added the pleasure arising from aid given to the endeavour to remove the pain involved in hatred.,modern
rationalism,1677,"if the contrary is conceivable, namely, that a man should desire to hate someone, in order that he might love him the more thereafter, he will always desire to hate him.",modern
rationalism,1677,"for the strength of love is in proportion to the strength of the hatred, wherefore the man would desire, that the hatred be continually increased more and more, and, for a similar reason, he would desire to become more and more ill, in order that he might take a greater pleasure in being restored to health",modern
rationalism,1677,"if a man conceives, that anyone similar to himself hates anything also similar to himself, which he loves, he will hate that person.",modern
rationalism,1677,the beloved object feels reciprocal hatred towards him who hates it.,modern
rationalism,1677,"; therefore the lover, in conceiving that anyone hates the beloved object, conceives the beloved thing as affected by hatred, in other words.",modern
rationalism,1677,", by pain; consequently he is himself affected by pain accompanied by the idea of the hater of the beloved thing as cause; that is, he will hate him who hates anything which he himself loves.",modern
rationalism,1677,"note).e.d. if a man has been affected pleasurably or painfully by anyone, of a class or nation different from his own, and if the pleasure or pain has been accompanied by the idea of the said stranger as cause, under the general category of the class or nation: the man will feel love or hatred, not only to the individual stranger, but also to the whole class or nation whereto he belongs.",modern
rationalism,1677,"love or hatred towards, for instance, peter is destroyed, if the pleasure involved in the former, or the pain involved in the latter emotion, be associated with the idea of another cause: and will be diminished in proportion as we conceive peter not to have been the sole cause of either emotion.",modern
rationalism,1677,this prop. is evident from the mere definition of love and hatred.,modern
rationalism,1677,"for pleasure is called love towards peter, and pain is called hatred towards peter, simply in so far as peter is regarded as the cause of one emotion or the other.",modern
rationalism,1677,"e.d. love or hatred towards a thing, which we conceive to be free, must, other conditions being similar, be greater than if it were felt towards a thing acting by necessity.",modern
rationalism,1677,"love it or hate it, and shall do so with the utmost love or hatred that can arise from the given emotion.",modern
rationalism,1677,"part i.) conceive it not as the sole cause, but as one of the causes of the emotion, and therefore our love or hatred towards it will be less.",modern
rationalism,1677,"hence it follows, that men, thinking themselves to be free, feel more love or hatred towards one another than towards anything else: to this consideration we must add the imitation of emotions treated of in xxvii.",modern
rationalism,1677,"now, in so far as such omens are the cause of hope or fear, they are (by the definitions of hope and fear given in note) the causes also of pleasure and pain; consequently we, to this extent, regard them with love or hatred, and endeavour either to invoke them as means towards that which we hope for, or to remove them as obstacles, or causes of that which we fear.",modern
rationalism,1677,"further, in so far as we hope for or fear anything, we regard it with love or hatred; thus everyone can apply by himself to hope and fear what we have said concerning love and hatred.",modern
rationalism,1677,"we thus see that it is possible, that what one man loves another may hate, and that what one man fears another may not fear; or, again, that one and the same man may love what he once hated, or may be bold where he once was timid, and so on.",modern
rationalism,1677,"for instance, i shall call a man intrepid, if he despises an evil which i am accustomed to fear; if i further take into consideration, that, in his desire to injure his enemies and to benefit those whom he loves, he is not restrained by the fear of an evil which is sufficient to restrain me, i shall call him daring.",modern
rationalism,1677,"again, if it be the prudence, industry, or what not, of a man we love, that we wonder at, our love will on this account be the greater.",modern
rationalism,1677,"to wonder is opposed contempt, which generally arises from the fact that, because we see someone wondering at, loving, or fearing something, or because something, at first sight, appears to be like things, which we ourselves wonder at, love, fear, andc.",modern
rationalism,1677,"and xxvii.), determined to wonder at, love, or fear that thing.",modern
rationalism,1677,"but if from the presence, or more accurate contemplation of the said thing, we are compelled to deny concerning it all that can be the cause of wonder, love, fear, andc.",modern
rationalism,1677,"as devotion springs from wonder at a thing which we love, so does derision spring from contempt of a thing which we hate or fear, and scorn from contempt of folly, as veneration from wonder at prudence.",modern
rationalism,1677,"lastly, we can conceive the emotions of love, hope, honour, andc.",modern
rationalism,1677,"this pain, accompanied by the idea of our own weakness, is called humility; the pleasure, which springs from the contemplation of ourselves, is called self love or self complacency.",modern
rationalism,1677,"there are as many kinds of pleasure, of pain, of desire, and of every emotion compounded of these, such as vacillations of spirit, or derived from these, such as love, hatred, hope, fear, andc.",modern
rationalism,1677,"so again the emotion of pain, which arises from one object, is by nature different from the pain arising from another object, and, similarly, in the case of love, hatred, hope, fear, vacillation, andc.",modern
rationalism,1677,"thus, there are necessarily as many kinds of pleasure, pain, love, hatred, andc.",modern
rationalism,1677,"; therefore, according as a man is affected through external causes by this or that kind of pleasure, pain, love, hatred, andc.",modern
rationalism,1677,"thus there are as many kinds of desire, as there are kinds of pleasure, pain, love, andc.",modern
rationalism,1677,"among the kinds of emotions, which, by the last proposition, must be very numerous, the chief are luxury, drunkenness, lust, avarice, and ambition, being merely species of love or desire, displaying the nature of those emotions in a manner varying according to the object, with which they are concerned.",modern
rationalism,1677,", we simply mean the immoderate love of feasting, drinking, venery, riches, and fame.",modern
rationalism,1677,"thus, though there is a great difference between various emotions of love, hatred, or desire, for instance between love felt towards children, and love felt towards a wife, there is no need for us to take cognizance of such differences, or to track out further the nature and origin of the emotions.",modern
rationalism,1677,"for, by proceeding in the same way as above, we can easily show that love is united to repentance, scorn, shame,",modern
rationalism,1677,"it remains to remark concerning love, that it very often happens that while we are enjoying a thing which we longed for, the body, from the act of enjoyment, acquires a new disposition, whereby it is determined in another way, other images of things are aroused in it, and the mind begins to conceive and desire something fresh.",modern
rationalism,1677,"love is pleasure, accompanied by the idea of an external cause.",modern
rationalism,1677,"this definition explains sufficiently clearly the essence of love; the definition given by those authors who say that love is the lover's wish to unite himself to the loved object expresses a property, but not the essence of love; and, as such authors have not sufficiently discerned love's essence, they have been unable to acquire a true conception of its properties, accordingly their definition is on all hands admitted to be very obscure.",modern
rationalism,1677,"it must, however, be noted, that when i say that it is a property of love, that the lover should wish to unite himself to the beloved object, i do not here mean by wish consent, or conclusion, or a free decision of the mind (for i have shown such, in xlviii.",modern
rationalism,1677,", to be fictitious); neither do i mean a desire of being united to the loved object when it is absent, or of continuing in its presence when it is at hand; for love can be conceived without either of these desires; but by wish i mean the contentment, which is in the lover, on account of the presence of the beloved object, whereby the pleasure of the lover is strengthened, or at least maintained.",modern
rationalism,1677,devotion is love towards one whom we admire.,modern
rationalism,1677,"if, therefore, it happens that the object of our wonder is often conceived by us, we shall cease to wonder at it; thus we see, that the emotion of devotion readily degenerates into simple love.",modern
rationalism,1677,approval is love towards one who has done good to another.,modern
rationalism,1677,partiality is thinking too highly of anyone because of the love we bear him.,modern
rationalism,1677,"thus partiality is an effect of love, and disparagement an effect of hatred: so that partiality may also be defined as love, in so far as it induces a man to think too highly of a beloved object.",modern
rationalism,1677,"sympathy (misericordia) is love, in so far as it induces a man to feel pleasure at another's good fortune, and",modern
rationalism,1677,pride is thinking too highly of one's self from self love.,modern
rationalism,1677,"however, as partiality is the effect of love, so is pride the effect or property of self love, which may therefore be thus defined, love of self or self approval, in so far as it leads a man to think too highly of himself.",modern
rationalism,1677,"thankfulness or gratitude is the desire or zeal springing from love, whereby we endeavour to benefit him, who with similar feelings of love has conferred a benefit on us.",modern
rationalism,1677,"cruelty or savageness is the desire, whereby a man is impelled to injure one whom we love or pity.",modern
rationalism,1677,"luxury is excessive desire, or even love of living sumptuously.",modern
rationalism,1677,intemperance is the excessive desire and love of drinking.,modern
rationalism,1677,avarice is the excessive desire and love of riches.,modern
rationalism,1677,lust is desire and love in the matter of sexual intercourse.,modern
rationalism,1677,", as with the appetite and love of such.",modern
rationalism,1677,"i mean those which draw a man in different directions, though they are of the same kind, such as luxury and avarice, which are both species of love, and are contraries, not by nature, but by accident.",modern
rationalism,1677,"as reason makes no demands contrary to nature, it demands, that every man should love himself, should seek that which is useful to him",modern
rationalism,1677,", or because peter has sole possession of a thing which paul also loves.",modern
rationalism,1677,"i said that paul may hate peter, because he conceives that peter possesses something which he (paul) also loves; from this it seems, at first sight, to follow, that these two men, through both loving the same thing, and, consequently, through agreement of their respective natures, stand in one another's way; if this were so, props.",modern
rationalism,1677,"for, in so far as each loves the same thing, the love of each is fostered thereby.",modern
rationalism,1677,"for we assume that peter has the idea of the loved object as already in his possession, while paul has the idea of the loved object as lost.",modern
rationalism,1677,"the good, which a man desires for himself and loves, he will love more constantly, if he sees that others love it also.",modern
rationalism,1677,"; he will therefore endeavour that others should love it also; and as the good in question is common to all, and therefore all can rejoice therein, he will endeavour, for the same reason, to bring about that all should rejoice therein, and this he will do the more.",modern
rationalism,1677,"note i. he who, guided by emotion only, endeavours to cause others to love what he loves himself, and to make the rest of the world live according to his own fancy, acts solely by impulse, and is, therefore, hateful, especially, to those who take delight in something different, and accordingly study and, by similar impulse, endeavour, to make men live in accordance with what pleases themselves.",modern
rationalism,1677,"again, as the highest good sought by men under the guidance of emotion is often such, that it can only be possessed by a single individual, it follows that those who love it are not consistent in their intentions, but, while they delight to sing its praises, fear to be believed.",modern
rationalism,1677,"ii.), and endeavours to preserve that which he loves and to destroy that which he hates.",modern
rationalism,1677,e.d. love and desire may be excessive.,modern
rationalism,1677,"love is pleasure, accompanied by the idea of an external cause",modern
rationalism,1677,; hence love maybe excessive.,modern
rationalism,1677,"we sometimes see men so absorbed in one object, that, although it be not present, they think they have it before them; when this is the case with a man who is not asleep, we say he is delirious or mad; nor are those persons who are inflamed with love, and who dream all night and all day about nothing but their mistress, or some woman, considered as less mad, for they are made objects of ridicule.",modern
rationalism,1677,"he, who lives under the guidance of reason, endeavours, as far as possible, to render back love, or kindness, for other men's hatred, anger, contempt, andc., towards him.",modern
rationalism,1677,"but hatred is increased by being reciprocated, and can be quenched by love.",modern
rationalism,1677,", so that hatred may pass into love.",modern
rationalism,1677,"); therefore he who lives under the guidance of reason will endeavour to repay hatred with love, that is, with kindness.",modern
rationalism,1677,"but he, who strives to conquer hatred with love, fights his battle in joy and confidence; he withstands many as easily as one, and has very little need of fortune's aid.",modern
rationalism,1677,"those whom he vanquishes yield joyfully, not through failure, but through increase in their powers; all these consequences follow so plainly from the mere definitions of love and understanding, that i have no need to prove them in detail.",modern
rationalism,1677,"if we see that any one rates us too highly, for love's sake, we are apt to become elated.",modern
rationalism,1677,"; and therefore, for love's sake, rate ourselves too highly; in other words, we are apt to become proud.",modern
rationalism,1677,approval is love towards one who has done good to another (def.,modern
rationalism,1677,"it would be too long a task to enumerate here all the evil results of pride, inasmuch as the proud are a prey to all the emotions, though to none of them less than to love and pity.",modern
rationalism,1677,"note empty honour, as it is styled, is self approval, fostered only by the good opinion of the populace; when this good opinion ceases there ceases also the self approval, in other words, the highest object of each man's love.",modern
rationalism,1677,"so to restrain them that they would rather escape evil than love virtue, have no other aim but to make others as wretched as themselves; wherefore it is nothing wonderful, if they be generally troublesome and odious to their fellow men.",modern
rationalism,1677,"so a judge, who condemns a criminal to death, not from hatred or anger but from love of the public well being, is guided solely by reason.",modern
rationalism,1677,", only such men endeavour, with mutual zeal of love, to confer benefits on each other.",modern
rationalism,1677,"; namely, that hatred should be overcome with love, and that every man should desire for others the good which he seeks for himself.",modern
rationalism,1677,"yet minds are not conquered by force, but by love and high mindedness.",modern
rationalism,1677,for winning love those qualities are especially necessary which have regard to religion and piety (,modern
rationalism,1677,"again, meretricious love, that is, the lust of generation arising from bodily beauty, and generally every sort of love, which owns anything save freedom of soul as its cause, readily passes into hate; unless indeed, what is worse, it is a species of madness; and then it promotes discord rather than harmony (cf.",modern
rationalism,1677,"as concerning marriage, it is certain that this is in harmony with reason, if the desire for physical union be not engendered solely by bodily beauty, but also by the desire to beget children and to train them up wisely; and moreover, if the love of both, to wit, of the man and of the woman, is not caused by bodily beauty only, but also by freedom of soul.",modern
rationalism,1677,"for he who desires to aid his fellows either in word or in deed, so that they may together enjoy the highest good, he, i say, will before all things strive to win them over with love: not to draw them into admiration, so that a system may be called after his name, nor to give any cause for envy.",modern
rationalism,1677,"if we remove a disturbance of the spirit, or emotion, from the thought of an external cause, and unite it to other thoughts, then will the love or hatred towards that external cause, and also the vacillations of spirit which arise from these emotions, be destroyed.",modern
rationalism,1677,"that, which constitutes the reality of love or hatred, is pleasure or pain, accompanied by the idea of an external cause",modern
rationalism,1677,"; wherefore, when this cause is removed, the reality of love or hatred is removed with it; therefore these emotions and those which arise therefrom are destroyed.",modern
rationalism,1677,"; whence it will come to pass, not only that love, hatred, andc.",modern
rationalism,1677,"and note), that hatred should be overcome with love or high mindedness, and not required with hatred in return.",modern
rationalism,1677,"so, again, those who have been ill received by a woman they love think of nothing but the inconstancy, treachery, and other stock faults of the fair sex; all of which they consign to oblivion, directly they are again taken into favour by their sweetheart.",modern
rationalism,1677,"thus he who would govern his emotions and appetite solely by the love of freedom strives, as far as he can, to gain a knowledge of the virtues and their causes, and to fill his spirit with the joy which arises from the true knowledge of them: he will in no wise desire to dwell on men's faults, or to carp at his fellows, or to revel in a false show of freedom.",modern
rationalism,1677,"e.d. he who clearly and distinctly understands himself and his emotions loves god, and so much the more in proportion as he more understands himself and his emotions.",modern
rationalism,1677,", and this pleasure is (by the last prop.) accompanied by the idea of god; therefore (def. of the emotions, vi.) such an one loves god, and (for the same reason) so much the more in proportion as he more understands himself and his emotions.",modern
rationalism,1677,this love towards god must hold the chief place in the mind.,modern
rationalism,1677,for this love is associated with all the modifications of the body (v. xiv.) and is fostered by them all (v. xv.); therefore (v. xi.),modern
rationalism,1677,"strictly speaking, god does not love or hate anyone.",modern
rationalism,1677,he does not love or hate anyone.,modern
rationalism,1677,love towards god cannot be turned into hate.,modern
rationalism,1677,"he, who loves god, cannot endeavour that god should love him in return.",modern
rationalism,1677,"that god, whom he loves, should not be god, and consequently he would desire to feel pain.",modern
rationalism,1677,"therefore, he who loves god, andc.",modern
rationalism,1677,this love towards god cannot be stained by the emotion of envy or jealousy:,modern
rationalism,1677,"contrariwise, it is the more fostered, in proportion as we conceive a greater number of men to be joined to god by the same bond of love.",modern
rationalism,1677,this love towards god is the highest good which we can seek for under the guidance of reason.,modern
rationalism,1677,"we can in the same way show, that there is no emotion directly contrary to this love, whereby this love can be destroyed; therefore we may conclude, that this love towards god is the most constant of all the emotions, and that, in so far as it is referred to the body, it cannot be destroyed, unless the body be destroyed also.",modern
rationalism,1677,"again, it must be observed, that spiritual unhealthiness and misfortunes can generally be traced to excessive love for something which is subject to many variations, and which we can never become masters of.",modern
rationalism,1677,"for no one is solicitous or anxious about anything, unless he loves it; neither do wrongs, suspicions, enmities, andc.",modern
rationalism,1677,"further, it begets a love towards a thing immutable and eternal (v. xv.)",modern
rationalism,1677,"; neither can it be defiled with those faults which are inherent in ordinary love; but it may grow from strength to strength, and may engross the greater part of the mind, and deeply penetrate it.",modern
rationalism,1677,from the third kind of knowledge necessarily arises the intellectual love of god.,modern
rationalism,1677,"from this kind of knowledge arises pleasure accompanied by the idea of god as cause, that is (def. of the emotions, vi.), the love of god; not in so far as we imagine him as present (v. xxix.), but in so far as we understand him to be eternal; this is what i call the intellectual love of god.",modern
rationalism,1677,"the intellectual love of god, which arises from the third kind of knowledge, is eternal.",modern
rationalism,1677,; therefore (by the same axiom) the love which arises therefrom is also necessarily eternal.,modern
rationalism,1677,although this love towards god has (by the foregoing prop.),modern
rationalism,1677,"no beginning, it yet possesses all the perfections of love, just as though it had arisen as we feigned in the coroll.",modern
rationalism,1677,hence it follows that no love save intellectual love is eternal.,modern
rationalism,1677,god loves himself with an infinite intellectual love.,modern
rationalism,1677,described as intellectual love.,modern
rationalism,1677,"the intellectual love of the mind towards god is that very love of god whereby god loves himself, not in so far as he is infinite, but in so far as he can be explained through the essence of the human mind regarded under the form of eternity; in other words, the intellectual love of the mind towards god is part of the infinite love wherewith god loves himself.",modern
rationalism,1677,this love of the mind must be referred to the activities of the mind (v. coroll.,modern
rationalism,1677,", an activity whereby god, in so far as he can be explained through the human mind, regards himself accompanied by the idea of himself; therefore (by the last prop.), this love of the mind is part of the infinite love",modern
rationalism,1677,wherewith god loves himself.,modern
rationalism,1677,"hence it follows that god, in so far as he loves himself, loves man, and, consequently, that the love of god towards men, and the intellectual love of the mind towards god are identical.",modern
rationalism,1677,"from what has been said we clearly understand, wherein our salvation, or blessedness, or freedom, consists: namely, in the constant and eternal love towards god, or in god's love towards men.",modern
rationalism,1677,"this love or blessedness is, in the bible, called glory, and not undeservedly.",modern
rationalism,1677,"for whether this love be referred to god or to the mind, it may rightly be called acquiescence of spirit, which (def. of the emotions, xxx.) is not really distinguished from glory.",modern
rationalism,1677,"there is nothing in nature, which is contrary to this intellectual love, or which can take it away.",modern
rationalism,1677,"this intellectual love follows necessarily from the nature of the mind, in so far as the latter is regarded through the nature of god as an eternal truth (v. and xxix.",modern
rationalism,1677,"if, therefore, there should be anything which would be contrary to this love, that thing would be contrary to that which is true; consequently, that, which should be able to take away this love, would cause that which is true to be false; an obvious absurdity.",modern
rationalism,1677,"namely, that death becomes less hurtful, in proportion as the mind's clear and distinct knowledge is greater, and, consequently, in proportion as the mind loves god more.",modern
rationalism,1677,"he will be affected with love towards god, which (v. xvi.) must occupy or constitute the chief part of the mind; therefore (v. xxxiii.)",modern
rationalism,1677,"blessedness consists in love towards god (v. and note), which love springs from the third kind of knowledge (v. coroll.); therefore this love.",modern
rationalism,1677,"again, in proportion as the mind rejoices more in this divine love or blessedness, so does it the more understand (v. xxxii.); that is (v. coroll.), so much the more power has it over the emotions, and (v. xxxviii.)",modern
rationalism,1677,"so much the less is it subject to those emotions which are evil; therefore, in proportion as the mind rejoices in this divine love or blessedness, so has it the power of controlling lusts.",modern
rationalism,1677,"all these evils seem to have arisen from the fact, that happiness or unhappiness is made wholly dependent on the quality of the object which we love.",modern
rationalism,1677,"when a thing is not loved, no quarrels will arise concerning it",modern
rationalism,1677,"all these arise from the love of what is perishable, such as the objects already mentioned.",modern
rationalism,1677,"but love towards a thing eternal and infinite feeds the mind wholly with joy, and is itself unmingled with any sadness, wherefore it is greatly to be desired and sought for with all our strength.",modern
rationalism,1677,"though what i have urged was perfectly clear to my mind, i could not forthwith lay aside all love of riches, sensual enjoyment, and fame.",modern
rationalism,1677,"i do not stop to consider the rest of what is referred to thought, such as love, joy, andc.",modern
rationalism,1710,"it is clear that jesus christ, completing what moses had begun, wished that the divinity should be the object not only of our fear and veneration but also of our love and devotion.",modern
rationalism,1710,for there is nothing so agreeable as loving that which is worthy of love.,modern
rationalism,1710,"love is that mental state which makes us take pleasure in the perfections of the object of our love, and there is nothing more perfect than god, nor any greater delight than in him.",modern
rationalism,1710,"to love him it suffices to contemplate his perfections, a thing easy indeed, because we find the ideas of these within ourselves.",modern
rationalism,1710,"it follows manifestly that true piety and even true felicity consist in the love of god, but a love so enlightened that its fervour is attended by insight.",modern
rationalism,1710,"this kind of love begets that pleasure in good actions which gives relief to virtue, and, relating all to god as to the centre, transports the human to the divine.",modern
rationalism,1710,"one cannot love god without knowing his perfections, and this knowledge contains the principles of true piety.",modern
rationalism,1710,"some christians have imagined that they could be devout without loving their neighbour, and pious without loving god; or else people have thought that they could love their neighbour without serving him and could love god without knowing him.",modern
rationalism,1710,they ill understand the goodness and the justice of the sovereign of the universe; they imagine a god who deserves neither to be imitated nor to be loved.,modern
rationalism,1710,"and the success which god has given him (according to the opinion of sundry competent judges) in certain other profound meditations, of which some have much influence on this subject, gives him peradventure some right to claim the attention of readers who love truth and are fitted to search after it.",modern
rationalism,1710,"if, moreover, any error has crept into the ideas expressed, the author will be the first to correct it, once he has been better informed: he has given elsewhere such indications of his love of truth that he hopes this declaration will not be regarded as merely an empty phrase.",modern
rationalism,1710,"and it is not to be doubted that this faith and this confidence in god, who gives us insight into his infinite goodness and prepares us for his love, in spite of the appearances of harshness that may repel us, are an admirable exercise for the virtues of christian theology, when the divine grace in jesus christ arouses these motions within us.",modern
rationalism,1710,"that is what luther aptly observed in opposition to erasmus, saying that it is love in the highest degree to love him who to flesh and blood appears so unlovable, so harsh toward the unfortunate and so ready to condemn, and to condemn for evils in which he appears to be the cause or accessary, at least in the eyes of those who allow themselves to be dazzled by false reasons.",modern
rationalism,1710,one may therefore say that the triumph of true reason illumined by divine grace is at the same time the triumph of faith and love. .,modern
rationalism,1710,"our end is to banish from men the false ideas that represent god to them as an absolute prince employing a despotic power, unfitted to be loved and unworthy of being loved.",modern
rationalism,1710,"these notions are the more evil in relation to god inasmuch as the essence of piety is not only to fear him but also to love him above all things: and that cannot come about unless there be knowledge of his perfections capable of arousing the love which he deserves, and which makes the felicity of those that love him.",modern
rationalism,1710,"but at last hell will render up its dead, death itself will be destroyed; reason and peace will begin to hold sway again in the spirits that had been perverted; they will be sensible of their error, they will adore their creator, and will even begin to love him all the more for seeing the greatness of the abyss",modern
rationalism,1710,"the truth is that people love to lose themselves, and this is a kind of ramble of the mind, which is unwilling to subject itself to attention, to order, to rules.",modern
rationalism,1710,"and sundry theologians of great authority in the roman church itself have taught that a sincere act of the love of god above all things, when the grace of jesus christ arouses it, suffices for salvation.",modern
rationalism,1710,"father francis xavier answered the japanese that if their ancestors had used well their natural light god would have given them the grace necessary for salvation; and the bishop of geneva, francis of sales, gives full approval to this answer (book on the love of god, ch. .",modern
rationalism,1710,"and now, without citing many other authors of eminence, i will content myself with naming father friedrich spee, the jesuit, one of the most excellent in his society, who also held this common opinion upon the efficacy of the love of god, as is apparent in the preface to the admirable book which he wrote in germany on the christian virtues.",modern
rationalism,1710,"he speaks of this observation as of a highly important secret of piety, and expatiates with great clearness upon the power of divine love to blot out sin, even without the intervention of the sacraments of the catholic church, provided one scorn them not, for that would not at all be compatible with this love.",modern
